gokv_task_id;gokv_tasktype;gokv_ordered_date;mitglied_kvnr;mitglied_name;mitglied_vorname;mitglied_titel;mitglied_vswort;mitglied_zswort;mitglied_gebdat
5C3E1401526B11E78DEF549CF4B14D54;eka;16.06.2017;B100026380;D'EPROLI;Ylvi;;;;02.01.1979
5C3E1402526B11E78DEF549CF4B14D54;eka;16.06.2017;G101638149;TINCKROEP;Ural;;;;29.07.1964
5C3E1403526B11E78DEF549CF4B14D54;eka;16.06.2017;I100709307;Golmin;Rico;;;;12.10.2007
5C3E1404526B11E78DEF549CF4B14D54;eka;16.06.2017;R101023958;Ridessen;Keven;;;;15.02.2007
5C3E1405526B11E78DEF549CF4B14D54;eka;16.06.2017;N100978472;Siodeithel;Elgin Susanne;;;;05.09.1989
5C3E1406526B11E78DEF549CF4B14D54;eka;16.06.2017;X100549029;BERZmeyer;Hanns-Ferdinand;;;;21.05.1948
5C3E1407526B11E78DEF549CF4B14D54;eka;16.06.2017;S100162650;Reänkagin;Marie-Christine;;;;20.09.1978
5C3E1408526B11E78DEF549CF4B14D54;eka;16.06.2017;B101054124;Elfend;Nicole;;;;12.10.1955
5C3E1409526B11E78DEF549CF4B14D54;eka;16.06.2017;P100344231;CÄPPINBENDEN;Ana-Sofia;;;;24.07.1991
5C3E3B10526B11E78DEF549CF4B14D54;eka;16.06.2017;F100797751;IÄROS;Ala El Din;;;;26.11.1987
5C3E3B11526B11E78DEF549CF4B14D54;eka;16.06.2017;N100400390;Güloiren;Maren Uta;;;;11.06.1963
5C3E3B12526B11E78DEF549CF4B14D54;eka;16.06.2017;C101216499;Slrus;Stefanie Maria;;;;07.05.1949
5C3E3B13526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101021276;GOTZA;Hanna-Lena;;;;09.06.1966
5C3E3B14526B11E78DEF549CF4B14D54;eka;16.06.2017;O101892143;Klewändi;Oxana;;;;03.10.1961
5C3E3B15526B11E78DEF549CF4B14D54;eka;16.06.2017;P101146447;GÄTSMOIDL;Testii;;;;03.10.1968
5C3E3B16526B11E78DEF549CF4B14D54;eka;16.06.2017;C101210510;LUIBENT;Jan-Simon;;;;28.10.1973
5C3E3B17526B11E78DEF549CF4B14D54;eka;16.06.2017;N101060944;DÄIPREE;Margrit-Lore;;;;03.05.1953
5C3E3B18526B11E78DEF549CF4B14D54;eka;16.06.2017;E101256575;Kusoir;Genoveva;;;;29.01.1964
5C3E6220526B11E78DEF549CF4B14D54;eka;16.06.2017;L101415058;Pchusottösi;Marc-Antoine;;;;20.11.1964
5C3E6221526B11E78DEF549CF4B14D54;eka;16.06.2017;W100344209;NIVEO;Almut;;;;05.03.1960
5C3E6222526B11E78DEF549CF4B14D54;eka;16.06.2017;U100546890;Kiodziulle-Hemme;Kimberly;;;;04.10.1984
5C3E6223526B11E78DEF549CF4B14D54;eka;16.06.2017;K100883082;Srrloi;Jan-Simon;;;;13.06.1989
5C3E6224526B11E78DEF549CF4B14D54;eka;16.06.2017;C101359388;Thärckun;Sebile;;;;19.07.1993
5C3E6225526B11E78DEF549CF4B14D54;eka;16.06.2017;I101310275;CILECK;Mansur;;;;11.04.1993
5C3E6226526B11E78DEF549CF4B14D54;eka;16.06.2017;W100112778;NUVKEC;Martina Alice;;;;25.05.1989
5C3E6227526B11E78DEF549CF4B14D54;eka;16.06.2017;L100285187;Gublorsrr;Gülei;;;;13.08.2002
5C3E6228526B11E78DEF549CF4B14D54;eka;16.06.2017;B100582085;Zjtxot;Amos;;;;19.02.1955
5C3E6229526B11E78DEF549CF4B14D54;eka;16.06.2017;E100438087;Dätrostx;Kazimierz;;;;25.02.1941
5C3E8930526B11E78DEF549CF4B14D54;eka;16.06.2017;M101328434;HEMMCH-AÄLINS;Silja Alexandria Anja;;;;01.10.1938
5C3E8931526B11E78DEF549CF4B14D54;eka;16.06.2017;X101489425;Fitsrr;Astrid-Margarete;;;;23.10.1967
5C3E8932526B11E78DEF549CF4B14D54;eka;16.06.2017;S101234084;Khoriddkee;Eneas;;;;03.06.1992
5C3E8933526B11E78DEF549CF4B14D54;eka;16.06.2017;T101369195;HEHLmeyer;Lilian Georgina;;;;29.12.2008
5C3E8934526B11E78DEF549CF4B14D54;eka;16.06.2017;I102027098;Huttiorott;Michael Hans;;;;07.09.1971
5C3E8935526B11E78DEF549CF4B14D54;eka;16.06.2017;G100805853;GÜLDNIN-SPRENGER;Robert L.;;;;09.09.1988
5C3E8936526B11E78DEF549CF4B14D54;eka;16.06.2017;O101122762;Bröän;Dietrich-Rainer;;;;08.09.1988
5C3E8937526B11E78DEF549CF4B14D54;eka;16.06.2017;K100217030;Bixend;Hans-Dieter;;;;22.05.1942
5C3E8938526B11E78DEF549CF4B14D54;eka;16.06.2017;O100129602;Hyhnin;Ylvi;;;;05.05.1990
5C3EB040526B11E78DEF549CF4B14D54;eka;16.06.2017;C100727288;Kläsrrki;Marat;;;;28.10.1965
5C3EB041526B11E78DEF549CF4B14D54;eka;16.06.2017;L100478717;Lezariscä;Jan-Simon;;;;22.05.1985
5C3EB042526B11E78DEF549CF4B14D54;eka;16.06.2017;R101496392;SRRÄICHTEN;Milorad;;;;22.08.1953
5C3EB043526B11E78DEF549CF4B14D54;eka;16.06.2017;A100712282;Epinloc;Luisa-Marie;;;;04.08.1963
5C3EB044526B11E78DEF549CF4B14D54;eka;16.06.2017;D101159665;Stoftch;Anne-Katherina;;;;08.10.1951
5C3EB045526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101609603;SRRUTZIO;Dietrich-Rainer;;;;09.08.1979
5C3EB046526B11E78DEF549CF4B14D54;eka;16.06.2017;D101708875;CILÄTMEUSTEN;Beatrix-Isabell;;;;05.09.1963
5C3EB047526B11E78DEF549CF4B14D54;eka;16.06.2017;L100962043;Kurotkov;Suzana;;;;30.09.1974
5C3EB048526B11E78DEF549CF4B14D54;eka;16.06.2017;P101616472;Slrus;Kimberly;;;;14.03.1958
5C3EB049526B11E78DEF549CF4B14D54;eka;16.06.2017;P100177961;Krumpeß;Lilli Frida;;;;23.06.1963
5C3EB04A526B11E78DEF549CF4B14D54;eka;16.06.2017;K101187430;CILMMEL;Birgit Gerhild;;;;06.01.1983
5C3ED750526B11E78DEF549CF4B14D54;eka;16.06.2017;B101309898;Drymissen;Mohammad-Ebrahim;;;;14.09.1960
5C3ED751526B11E78DEF549CF4B14D54;eka;16.06.2017;C100112319;LKEDUINFER;Enikö-Rita;;;;26.04.1964
5C3ED752526B11E78DEF549CF4B14D54;eka;16.06.2017;W100258928;BULDT;Lena Julia;;;;27.08.1974
5C3ED753526B11E78DEF549CF4B14D54;eka;16.06.2017;O100309301;Gürömbölao;Edi;;;;17.03.1947
5C3ED754526B11E78DEF549CF4B14D54;eka;16.06.2017;L100905905;Ivintmen;Bianca-Ioana;;;;09.06.1992
5C3ED755526B11E78DEF549CF4B14D54;eka;16.06.2017;U100793841;IOCend;Odo;;;;10.01.2004
5C3ED756526B11E78DEF549CF4B14D54;eka;16.06.2017;T101406599;Merssint;Anna-Christine;;;;16.11.1980
5C3ED757526B11E78DEF549CF4B14D54;eka;16.06.2017;E101334606;CKREá;Luisa-Marie;;;;20.03.1969
5C3EFE60526B11E78DEF549CF4B14D54;eka;16.06.2017;K101402185;Läckkeier;Kawe;;;;14.11.1939
5C3EFE61526B11E78DEF549CF4B14D54;eka;16.06.2017;F100925727;Gempi;Wolfgang Theodor;;;;01.12.2001
5C3EFE62526B11E78DEF549CF4B14D54;eka;16.06.2017;V100414271;GÄDImeyer;Thi Dieu Thu;;;;27.07.1964
5C3EFE63526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100929889;DÄIPREE;Volker Friedrich;;;;09.09.1968
5C3EFE64526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101751425;Irsikne Szeädlen;Sibylle Irene;;;;06.04.1964
5C3EFE65526B11E78DEF549CF4B14D54;eka;16.06.2017;U100010386;Heäsin;Anne Barbara;;;;21.08.1970
5C3EFE66526B11E78DEF549CF4B14D54;eka;16.06.2017;B100812603;ILENRRER;Viola Monika Susan;;;;06.12.1968
5C3EFE67526B11E78DEF549CF4B14D54;eka;16.06.2017;O100845791;Gürnint;Mara Faye;;;;09.04.1948
5C3EFE68526B11E78DEF549CF4B14D54;eka;16.06.2017;R100500909;Bunschs;Cosmin;;;;18.08.1986
5C3EFE69526B11E78DEF549CF4B14D54;eka;16.06.2017;N100850901;Fitsrr;Ute von;;;;12.01.1939
5C3F2570526B11E78DEF549CF4B14D54;eka;16.06.2017;C101200242;Juhi-Kolb;Sandra Julia;;;;13.11.1973
5C3F2571526B11E78DEF549CF4B14D54;eka;16.06.2017;J100393484;Ausofove;Sophia Valentina;;;;06.05.1975
5C3F2572526B11E78DEF549CF4B14D54;eka;16.06.2017;X101880173;Klänkin;Mariola Anna;;;;14.06.1952
5C3F2573526B11E78DEF549CF4B14D54;eka;16.06.2017;I101019975;Kämrel;Ferika;;;;11.12.1971
5C3F2574526B11E78DEF549CF4B14D54;eka;16.06.2017;U101459440;Semunka;Heinz-Henning;;;;25.04.1965
5C3F2575526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101151232;BRÄN IO;Ricarda Antonia;;;;25.05.1991
5C3F2576526B11E78DEF549CF4B14D54;eka;16.06.2017;Z100318962;ZINTH;Angelika Ruth;;;;08.02.1990
5C3F2577526B11E78DEF549CF4B14D54;eka;16.06.2017;J101091422;Neaend;Hiba;;;;05.08.1986
5C3F2578526B11E78DEF549CF4B14D54;eka;16.06.2017;S100330644;Pketuri;Angela Frfr.;;;;09.01.1992
5C3F2579526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101796575;Tupetar;Hanns;;;;24.02.1988
5C3F257A526B11E78DEF549CF4B14D54;eka;16.06.2017;W100539747;RUHI BEÄ ;Tatsiana;;;;28.08.1951
5C3F4C80526B11E78DEF549CF4B14D54;eka;16.06.2017;L100394593;S  mäth;Theresa Maria;;;;09.05.1988
5C3F4C81526B11E78DEF549CF4B14D54;eka;16.06.2017;B100027091;REÄRRINZ;Catherina;;;;27.09.1967
5C3F4C82526B11E78DEF549CF4B14D54;eka;16.06.2017;N101712506;Binghuler-Goppch;Luisa-Marie;;;;16.02.1959
5C3F4C83526B11E78DEF549CF4B14D54;eka;16.06.2017;S101548055;Diäbeo;Julian Oliver;;;;29.01.1953
5C3F4C84526B11E78DEF549CF4B14D54;eka;16.06.2017;G100950632;Merräla;Kee Chang David;;;;11.09.1966
5C3F4C85526B11E78DEF549CF4B14D54;eka;16.06.2017;H100436356;Lisso;Theresa Maria;;;;19.11.1972
5C3F4C86526B11E78DEF549CF4B14D54;eka;16.06.2017;R100297603;Turiä;Stefan Valentin;;;;05.05.1955
5C3F4C87526B11E78DEF549CF4B14D54;eka;16.06.2017;A101575748;Triätmenn-Störk;Nils Erik;;;;21.05.1956
5C3F4C88526B11E78DEF549CF4B14D54;eka;16.06.2017;J100361677;GULOWNKE;Mia Clara;;;;22.01.1979
5C3F7390526B11E78DEF549CF4B14D54;eka;16.06.2017;B101936227;Tupor;Svetla;;;;11.04.1969
5C3F7391526B11E78DEF549CF4B14D54;eka;16.06.2017;Z100469542;Gincker;Svetla;;;;29.04.1974
5C3F7392526B11E78DEF549CF4B14D54;eka;16.06.2017;G101441975;Meätkagin;Berthold;;;;02.12.1989
5C3F7393526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101201421;Juhomeyer;ANGELA;;;;26.01.1958
5C3F7394526B11E78DEF549CF4B14D54;eka;16.06.2017;A101121531;CEMPANA SALAZAR;Orlin;;;;20.01.1962
5C3F7395526B11E78DEF549CF4B14D54;eka;16.06.2017;C100955065;THUDI;Mena;;;;27.07.1983
5C3F7396526B11E78DEF549CF4B14D54;eka;16.06.2017;G100738583;Mengiun;Eglal;;;;24.07.1976
5C3F7397526B11E78DEF549CF4B14D54;eka;16.06.2017;U100357177;Lehrmeyer;Ersilia;;;;13.03.1967
5C3F7398526B11E78DEF549CF4B14D54;eka;16.06.2017;W101016384;KLUNOG;Lena-Kristin;;;;28.01.1991
5C3F7399526B11E78DEF549CF4B14D54;eka;16.06.2017;X101165583;BERISOC;Cassen;;;;02.03.1945
5C3F9AA0526B11E78DEF549CF4B14D54;eka;16.06.2017;L101954593;ven Gansiwkakch;Evelyn-Christine;;;;24.06.1968
5C3F9AA1526B11E78DEF549CF4B14D54;eka;16.06.2017;R101572634;Mochchs-Klünni;Bernhard-Paul;;;;28.10.1969
5C3F9AA2526B11E78DEF549CF4B14D54;eka;16.06.2017;I100501193;Potsrr;Shewin;;;;08.03.2005
5C3F9AA3526B11E78DEF549CF4B14D54;eka;16.06.2017;R102040106;BEGNIN;Katie;;;;21.01.1976
5C3F9AA4526B11E78DEF549CF4B14D54;eka;16.06.2017;H101497064;Henos;ANGELA;;;;23.02.1950
5C3F9AA5526B11E78DEF549CF4B14D54;eka;16.06.2017;V100342088;Mchnossa;Leyli;;;;03.01.1965
5C3F9AA6526B11E78DEF549CF4B14D54;eka;16.06.2017;E101953270;Srrredi;Christiane Margot;;;;25.06.1973
5C3F9AA7526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101409030;Kemmindoener;Ute-Christine;;;;19.02.1993
5C3F9AA8526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101099590;Bmorhik;Beatrix-Isabell;;;;11.03.1960
5C3F9AA9526B11E78DEF549CF4B14D54;eka;16.06.2017;R100555828;LEHRSIO;Tahir;;;;28.04.1976
5C3F9AAA526B11E78DEF549CF4B14D54;eka;16.06.2017;V100921253;Kotzit;Sever;;;;25.10.1954
5C3FC1B0526B11E78DEF549CF4B14D54;eka;16.06.2017;P101523649;GLÜSSLI;Gerd Christoph;;;;30.11.1995
5C3FC1B1526B11E78DEF549CF4B14D54;eka;16.06.2017;E100497749;Sioku;Abdalbary;;;;10.03.1951
5C3FC1B2526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101673167;Cipede Urtoz;Kazimierz;;;;25.10.1959
5C3FC1B3526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101162439;Höhnleän;Ljubinka;;;;09.04.2010
5C3FC1B4526B11E78DEF549CF4B14D54;eka;16.06.2017;I100348336;Jerlmeyer;Mara Faye;;;;07.05.1961
5C3FC1B5526B11E78DEF549CF4B14D54;eka;16.06.2017;N100400972;DORLEÄN;Arianna Maria;;;;28.06.1958
5C3FC1B6526B11E78DEF549CF4B14D54;eka;16.06.2017;A100420243;BLEWATT;Hanna-Lena;;;;12.07.1955
5C3FC1B7526B11E78DEF549CF4B14D54;eka;16.06.2017;E100908806;Potsrr;Rolf-Helmut;;;;06.12.2006
5C3FC1B8526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100185916;LKEHART;Reema;;;;28.02.1990
5C3FC1B9526B11E78DEF549CF4B14D54;eka;16.06.2017;K101165283;GLÜSSLI;Carl-Werner;;;;23.08.1984
5C3FC1BA526B11E78DEF549CF4B14D54;eka;16.06.2017;X100377338;Sermoiitu;Aferdita;;;;20.02.1971
5C3FE8C0526B11E78DEF549CF4B14D54;eka;16.06.2017;G101871686;Wioige;Edi;;;;23.11.1939
5C3FE8C1526B11E78DEF549CF4B14D54;eka;16.06.2017;V101127704;Khukhlove;Saphira;;;;27.07.1976
5C3FE8C2526B11E78DEF549CF4B14D54;eka;16.06.2017;Z100538591;Elewoi;William;;;;13.08.1986
5C3FE8C3526B11E78DEF549CF4B14D54;eka;16.06.2017;O101602809;DUIámeyer;Preesha;;;;19.11.1974
5C3FE8C4526B11E78DEF549CF4B14D54;eka;16.06.2017;R101198174;bwald;Luisa-Marie;;;;24.02.1983
5C3FE8C5526B11E78DEF549CF4B14D54;eka;16.06.2017;J101571849;Gräioefchdt;Gert-Christian;;;;31.12.1980
5C3FE8C6526B11E78DEF549CF4B14D54;eka;16.06.2017;U100525314;Tkehufin;Timm Hendrik;;;;18.03.1959
5C3FE8C7526B11E78DEF549CF4B14D54;eka;16.06.2017;V100442066;Priglen;Maria Laura;;;;25.01.1946
5C3FE8C8526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100781934;Hubäsrr;Imogen;;;;17.08.1956
5C3FE8C9526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100775577;Gstdio;Jonte Thorbjörn;;;;23.05.1970
5C400FD0526B11E78DEF549CF4B14D54;eka;16.06.2017;N100540551;JUIBGEO;Ala El Din;;;;05.06.1960
5C400FD1526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101285263;Ripsrr;Luca Giuseppe;;;;13.04.1995
5C400FD2526B11E78DEF549CF4B14D54;eka;16.06.2017;F101500653;Rudemeyer;Falk-Giselher;;;;18.11.1992
5C400FD3526B11E78DEF549CF4B14D54;eka;16.06.2017;J101975455;HINBCKLEB;Radhia;;;;04.04.1966
5C400FD4526B11E78DEF549CF4B14D54;eka;16.06.2017;K100687226;PRENKL;Tobias Lukas Friedrich;;;;04.02.1960
5C400FD5526B11E78DEF549CF4B14D54;eka;16.06.2017;T100257019;GEODA-RÄISELMP;Cassen;;;;16.09.1941
5C400FD6526B11E78DEF549CF4B14D54;eka;16.06.2017;R100038050;Gempi;John Volker;;;;01.12.2001
5C400FD7526B11E78DEF549CF4B14D54;eka;16.06.2017;D100927310;JECKIN-BASZKU;Noah Dylan;;;;25.09.1982
5C400FD8526B11E78DEF549CF4B14D54;eka;16.06.2017;U101822530;Kruihnent;Maria-Belen;;;;28.12.1952
5C400FD9526B11E78DEF549CF4B14D54;eka;16.06.2017;B100723248;ITZOES;Ilka Heidemarie;;;;19.04.1943
5C400FDA526B11E78DEF549CF4B14D54;eka;16.06.2017;R100232923;Wotzerr;Katharina Joanna;;;;02.09.1977
5C4036E0526B11E78DEF549CF4B14D54;eka;16.06.2017;N100304713;Wigemeyer;Noah Dylan;;;;20.05.1986
5C4036E1526B11E78DEF549CF4B14D54;eka;16.06.2017;F100590182;Srrlihleän;Ortrun;;;;09.07.1960
5C4036E2526B11E78DEF549CF4B14D54;eka;16.06.2017;C101664690;Steffchdt;Nils Erik;;;;08.04.1964
5C4036E3526B11E78DEF549CF4B14D54;eka;16.06.2017;O100873445;GOLSBERR;Till Christian;;;;03.11.1988
5C4036E4526B11E78DEF549CF4B14D54;eka;16.06.2017;P101900094;KRIÄTHEUSEO;Elenuta-Vasilica;;;;28.08.1996
5C4036E5526B11E78DEF549CF4B14D54;eka;16.06.2017;Q100918170;BRÄNCK;Laura-Catalina;;;;11.11.1983
5C4036E6526B11E78DEF549CF4B14D54;eka;16.06.2017;B100602709;Voith;Anna;;;;24.05.1991
5C4036E7526B11E78DEF549CF4B14D54;eka;16.06.2017;K100594976;Lstkio;Kilian Michael;;;;12.08.1988
5C4036E8526B11E78DEF549CF4B14D54;eka;16.06.2017;W101773883;BÄISRREN-RUEDER;Christine-Renate;;;;06.08.1989
5C4036E9526B11E78DEF549CF4B14D54;eka;16.06.2017;I102037012;CKÄIBLEN;Laura Elin;;;;02.08.1986
5C4036EA526B11E78DEF549CF4B14D54;eka;16.06.2017;G101034376;Krytzs;Alicja Jolanta;;;;11.10.1971
5C405DF0526B11E78DEF549CF4B14D54;eka;16.06.2017;M101041031;Dübinl;Nils Ingo;;;;27.07.1970
5C405DF1526B11E78DEF549CF4B14D54;eka;16.06.2017;E100812358;DÄIWEKE;Frederike;;;;14.07.1982
5C405DF2526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101394566;UDOINFER;Irmak;;;;27.12.1975
5C405DF3526B11E78DEF549CF4B14D54;eka;16.06.2017;J100781235;Siemytzen;Said Ahmet;;;;09.04.1978
5C405DF4526B11E78DEF549CF4B14D54;eka;16.06.2017;S100351612;Zosend;Kilian Michael;;;;19.02.1972
5C405DF5526B11E78DEF549CF4B14D54;eka;16.06.2017;M100697171;Wihlmeyer;Lucia Uta Maria;;;;21.01.1952
5C405DF6526B11E78DEF549CF4B14D54;eka;16.06.2017;U101881686;Mutemeyer;TAYLAN;;;;12.08.1982
5C405DF7526B11E78DEF549CF4B14D54;eka;16.06.2017;A100101882;ROIMEELCKEI;Enikö-Rita;;;;21.07.1956
5C405DF8526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101452056;Mäjkoc;Mohammad-Ebrahim;;;;02.01.1936
5C405DF9526B11E78DEF549CF4B14D54;eka;16.06.2017;F101186349;GIHRmeyer;Katlin;;;;11.02.1978
5C405DFA526B11E78DEF549CF4B14D54;eka;16.06.2017;S101787808;Methobi;Gundi;;;;22.05.1961
5C408500526B11E78DEF549CF4B14D54;eka;16.06.2017;X100048800;FLUINSSS;Saheed;;;;03.09.1956
5C408501526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100453508;Kiälorr;Noah Dylan;;;;20.09.1993
5C408502526B11E78DEF549CF4B14D54;eka;16.06.2017;V100989080;Brisgutt;Julian Oliver;;;;12.10.1957
5C408503526B11E78DEF549CF4B14D54;eka;16.06.2017;S100642038;Kulboom;Vilem;;;;24.12.1970
5C408504526B11E78DEF549CF4B14D54;eka;16.06.2017;H101790433;Deändürfin;Lilian Georgina;;;;10.11.1992
5C408505526B11E78DEF549CF4B14D54;eka;16.06.2017;S100278985;GÃ¶bch;Begona;;;;27.11.1951
5C408506526B11E78DEF549CF4B14D54;eka;16.06.2017;U100086335;Blenok;Marc-Thilo;;;;12.01.1978
5C408507526B11E78DEF549CF4B14D54;eka;16.06.2017;T100147182;GRUPINGOERDEN;Maria Anna;;;;07.11.1954
5C40AC10526B11E78DEF549CF4B14D54;eka;16.06.2017;I100041778;Pyhlmeyer;Julia Elena;;;;05.02.1982
5C40AC11526B11E78DEF549CF4B14D54;eka;16.06.2017;T100697137;Vejkzv;Hieu Minh;;;;28.09.1936
5C40AC12526B11E78DEF549CF4B14D54;eka;16.06.2017;G101883325;LUIFFCHHOLZ;Lena Stefanie;;;;11.09.1987
5C40AC13526B11E78DEF549CF4B14D54;eka;16.06.2017;G101224900;HIPPE;Sa-Nguan;;;;14.12.1940
5C40AC14526B11E78DEF549CF4B14D54;eka;16.06.2017;R100870902;Slrus;Kazimierz;;;;05.12.1931
5C40AC15526B11E78DEF549CF4B14D54;eka;16.06.2017;H101280393;Cherpintoen;Ersilia;;;;06.08.1965
5C40AC16526B11E78DEF549CF4B14D54;eka;16.06.2017;N100432207;Fitsrr;Rahime;;;;24.04.1971
5C40AC17526B11E78DEF549CF4B14D54;eka;16.06.2017;H101090655;Pqlikwmlv;Silvira;;;;27.02.1995
5C40AC18526B11E78DEF549CF4B14D54;eka;16.06.2017;I100856664;Tläczokunt;Stephan Erwin;;;;06.01.1977
5C40AC19526B11E78DEF549CF4B14D54;eka;16.06.2017;F100625341;Plymmeyer;Evelyn-Christine;;;;05.10.1976
5C40AC1A526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100592251;Jinumke;Evelyn-Christine;;;;11.11.1961
5C40D320526B11E78DEF549CF4B14D54;eka;16.06.2017;Q100787082;Hyppchin-Mster;Saheed;;;;16.06.1969
5C40D321526B11E78DEF549CF4B14D54;eka;16.06.2017;C101074217;MEIRÄNSKA;Ebba Sophie;;;;04.03.1987
5C40D322526B11E78DEF549CF4B14D54;eka;16.06.2017;L101122625;BETZKA;Kee Chang David;;;;05.07.1929
5C40D323526B11E78DEF549CF4B14D54;eka;16.06.2017;W101184566;Dr. Jängbluth;Angelique Maria;;;;04.09.1973
5C40D324526B11E78DEF549CF4B14D54;eka;16.06.2017;T100252044;Wordmeyer;Christian Anton;;;;03.10.1968
5C40D325526B11E78DEF549CF4B14D54;eka;16.06.2017;X100322395;Rirr-Stutz;Luisa Maria;;;;15.06.1982
5C40D326526B11E78DEF549CF4B14D54;eka;16.06.2017;Y101397308;WELDKORRRIN;Kai-Rene;;;;29.08.1965
5C40D327526B11E78DEF549CF4B14D54;eka;16.06.2017;W101750303;Frstndurfin;Almut;;;;05.07.1966
5C40D328526B11E78DEF549CF4B14D54;eka;16.06.2017;J100475248;Geäend;ANGELA;;;;04.01.1950
5C40D329526B11E78DEF549CF4B14D54;eka;16.06.2017;B101003596;KLKEGI;Dorota Magdalena;;;;01.11.1960
5C40D32A526B11E78DEF549CF4B14D54;eka;16.06.2017;R101366930;Gasbins;Mara Faye;;;;04.03.1961
5C40D32B526B11E78DEF549CF4B14D54;eka;16.06.2017;O101670511;MOCÄS;Kang-Hyeb;;;;28.12.1942
5C40FA30526B11E78DEF549CF4B14D54;eka;16.06.2017;Y100477891;Gibbe;Joshua-Elias;;;;30.01.1939
5C40FA31526B11E78DEF549CF4B14D54;eka;16.06.2017;T101920524;Stedlin;Marta Susana;;;;26.01.1961
5C40FA32526B11E78DEF549CF4B14D54;eka;16.06.2017;X101095560;Römosrr;Uwe-Ekkehart;;;;01.09.1985
5C40FA33526B11E78DEF549CF4B14D54;eka;16.06.2017;O100283761;Keraman;Tahir;;;;14.07.1958
5C40FA34526B11E78DEF549CF4B14D54;eka;16.06.2017;K100974489;LEHRSIO;Donat;;;;01.06.1983
5C40FA35526B11E78DEF549CF4B14D54;eka;16.06.2017;N101611817;ERZBINGER;Marek;;;;19.12.1967
5C40FA36526B11E78DEF549CF4B14D54;eka;16.06.2017;V100850819;HÜPFKEGIN;Roghaieh;;;;21.03.1946
5C40FA37526B11E78DEF549CF4B14D54;eka;16.06.2017;N100099960;Kirdeo;Viri;;;;07.05.1974
5C40FA38526B11E78DEF549CF4B14D54;eka;16.06.2017;Z101949353;Knurs;Khairi;;;;28.04.1988
5C40FA39526B11E78DEF549CF4B14D54;eka;16.06.2017;O100321003;Riäsrr-Roedl;Ronja Maria;;;;15.09.1934
5C40FA3A526B11E78DEF549CF4B14D54;eka;16.06.2017;U101259687;RIOFRENZ;Heinz-Henning;;;;02.05.1974
5C412140526B11E78DEF549CF4B14D54;eka;16.06.2017;R100942917;Giheotges;Kazimierz;;;;05.06.1946
5C412141526B11E78DEF549CF4B14D54;eka;16.06.2017;P101158531;Giosmeyer;Emmanuel Koffi;;;;16.12.1967
5C412142526B11E78DEF549CF4B14D54;eka;16.06.2017;E100728715;Mänz .;Cheza;;;;06.06.1954
5C412143526B11E78DEF549CF4B14D54;eka;16.06.2017;P100266907;Brkekin;Wolf-Andreas;;;;06.04.1967
5C412144526B11E78DEF549CF4B14D54;eka;16.06.2017;U100513938;Hinburth;Martha Sophia;;;;23.01.1990
5C412145526B11E78DEF549CF4B14D54;eka;16.06.2017;L101263268;Bibben;Leyli;;;;15.10.1970
5C412146526B11E78DEF549CF4B14D54;eka;16.06.2017;J100704827;Kehfmeyer;Merfid;;;;19.06.1963
5C412147526B11E78DEF549CF4B14D54;eka;16.06.2017;R100219318;Weltin-Froeden;Emmanuel Koffi;;;;22.10.1971
5C412148526B11E78DEF549CF4B14D54;eka;16.06.2017;F100908733;Nätsos;Heinz-Henning;;;;27.12.1974
5C412149526B11E78DEF549CF4B14D54;eka;16.06.2017;R100152253;CILMMEN;Klaus Walter;;;;16.06.1980
5C41214A526B11E78DEF549CF4B14D54;eka;16.06.2017;W100923259;Qggbtu;Luisa-Marie;;;;05.08.1969
5C414850526B11E78DEF549CF4B14D54;eka;16.06.2017;Q101613984;Dolin;Abdulaziz;;;;11.12.1967
5C414851526B11E78DEF549CF4B14D54;eka;16.06.2017;O101288799;SCHIPCH;Kazimierz;Dr.;;;22.11.1924
5C414852526B11E78DEF549CF4B14D54;eka;16.06.2017;N102014278;GYTHIN;Walter-Uwe;;;;14.01.1962
5C414853526B11E78DEF549CF4B14D54;eka;16.06.2017;K101712512;Stüssio;Nina Rosa;;;;17.01.1965
5C414854526B11E78DEF549CF4B14D54;eka;16.06.2017;M101034493;KUTZIS;Fried-Ulrich;;;;26.01.1957
5C414855526B11E78DEF549CF4B14D54;eka;16.06.2017;W100196116;GÄICLUE;Paul-Friedrich;;;;24.11.1959
